Patient ID,H55933,R39465,R39465_,R85482,U14973,R02593,T51496,H80240,T65938,T55131,T72863,H86060_,X63432,H20709,U14971,T52342,L28809,T63508,H09263,T49423,H79852,J02763,R22197,T59954,H80240_,T95018,H86060,T63484,R02593_,M11799,T61609,T62220,T51574,T48041,T96832,H54676,R86975,T63258,control1,control2,control3,control,T57619,T88723,R36455,T61602,T58861,U21909,T61661,control4,control5,control6,control7,T52015,H24754,H22688,T93094,T51560,U12255,R01182,R74349,T48804,H77302,M14630,T63499,T71025,T51534,T69026,H68220,T61661_,X57346,H55758,H43908,H79575,X55715,H13281,R49974,R42570,T47645,M24398,H43908_,M31013,H05803,T56674,T68848,T72938,M94345,R50158,D12686,U09873,T47144,H64398,T87873,M11354,R01124,T95318,H85596,H13194,D45887,T52185,T89730,T57633,T62878,M57710,T72879,T53396,T63370,R91062,T56934,T61446,R78934,Z23115,M86842,T93589,X67325,V00523,L04953,M93009,R09502,H88876,H13292,R44057,R44301,M85085,M84721,M58050,H02611,H21042,M19156,H29546,U25138,L34657,X07767,R99907,M76558,U19969,X64229,U37673_,X56597,R53455,U01038,D43947,X54941,R23907,R90908,U12134,L25851,U10886,R45442,R59583,R16156,R74066,U26710,H87193,T41204,M91463,X77548,J00146,J04102,M20543,R20666,R42029,H64807,M25108,M25809,U36621,R78595,H20503,D28137,M81695,L40380,T77537,X76057,X62048,X85750,H74178,U31248_,X70297,M81840,D90041,R67999,D29808,Z33642,M69181,L38951,R44112,X56411,Y00796,M14603,X73882,T78323,M80359,M35531,R35903,X67325_,U25435,D37931,M15841,D59253,H77510,R78142,Class
23,4214.9,2213.3567,1611.5188,1764.232,4374.78,4520.793,3982.795,3466.2888,2197.6338,2560.4976,7473.636,2683.6558,2592.505,2543.7,5571.279,3060.5708,3213.7012,2580.6863,3579.3662,3919.055,2570.7737,12112.095,1402.3688,1337.9912,2630.9062,5261.3394,1441.9143,2324.0874,2378.6511,3264.075,4601.6763,1157.45,1069.245,803.5675,1802.6588,1430.48,2962.7324,787.405,424.56085,424.56085,424.56085,424.56085,2533.3525,913.03125,1176.6359,948.9,5056.5625,756.795,1146.4738,1070.4926,1070.4926,1070.4926,1070.4926,1568.385,1095.0155,2259.4739,2513.35,1441.0417,426.8625,3193.7363,831.44617,2493.0825,783.4625,1025.435,1298.9463,672.45874,974.2775,1011.9,1647.0438,969.95,948.8417,1779.9836,282.82858,1025.0813,787.94,377.4175,962.65625,664.9487,654.82623,636.295,238.32812,286.9881,255.91333,958.8275,933.6425,2159.0889,571.00714,1210.2775,514.7525,562.5037,2777.2524,342.6275,625.45593,466.665,995.9675,331.58215,730.16626,405.74557,434.4325,2227.355,408.03876,679.45624,1106.5887,208.84375,1017.9075,919.79877,1853.0125,258.4425,792.4963,358.14624,439.98376,572.5917,953.14124,1096.2664,210.61905,1630.1238,35.31875,32.94762,8.0075,54.19,31.63875,41.31625,12.636765,37.77375,19.0825,29.50357,7.87875,17.58625,7.830952,41.325,45.4375,42.663094,12.11,91.30167,31.4375,17.89125,97.74875,95.165,123.93452,24.59875,29.275,13.145,141.9525,21.74,22.67625,14.016667,80.58625,19.2,20.263096,35.56875,94.00625,92.67976,19.76625,41.967857,56.0475,19.172619,71.432144,17.6125,7.19375,10.323333,29.8,12.927941,18.76625,81.055,13.678333,27.595238,17.37857,150.77625,294.75876,21.01125,27.04375,72.6625,17.695,53.09125,6.84875,74.94375,97.979164,72.8025,11.2425,8.71,99.07875,208.49374,7.12,45.49,10.85125,42.75125,13.685,25.48,6.5654764,14.488095,26.785,17.03875,25.765,11.48875,18.298332,25.73625,6.445,73.4975,18.31125,92.15625,40.2575,Abnormal
24,1914.6775,2119.1113,1595.4088,1186.0304,2090.3882,1087.75,1248.1638,1895.095,1179.935,974.8155,1179.735,1632.9095,2390.1025,1421.7175,1243.7488,758.5292,745.535,1246.6538,716.77374,837.87,666.1813,2126.8,607.09125,606.78876,1603.7219,590.35236,919.4643,568.015,566.8675,561.33624,538.69,524.0875,502.19125,473.665,1285.6387,460.31876,439.67624,471.76624,448.84573,448.84573,448.84573,448.84573,406.985,397.8225,429.57968,387.95624,385.93,377.23,533.645,369.9942,369.9942,369.9942,369.9942,363.95374,351.66904,369.99,348.1375,332.86667,320.84167,314.0475,312.45,311.9075,311.77,363.85376,294.465,923.9437,463.26,382.3381,355.97626,466.445,330.20834,269.12,267.51428,644.4913,276.9925,317.0425,246.20375,247.42,324.8875,269.16376,276.8406,236.20238,234.79668,316.43124,233.2525,233.045,232.98215,325.45126,237.76875,321.37375,220.47626,217.5025,290.39642,215.6225,214.9375,250.77023,376.2275,213.22353,352.10626,219.52625,212.02625,210.40125,329.91626,501.93124,208.5275,354.3025,206.83125,205.7125,205.63374,203.525,202.98375,292.28333,200.93875,283.03125,372.15,192.57875,21.90625,8.083333,16.27375,33.62125,22.0775,17.20875,18.745588,7.935,11.0375,7.8892856,8.7525,7.84625,9.010715,46.14875,20.76375,13.063095,24.18125,22.943333,9.35,9.82625,26.065,29.43,27.645239,10.49125,7.55125,10.48375,26.04625,7.4375,7.38625,7.3785715,7.375,7.355,7.340476,7.32625,12.89875,7.3166666,10.7625,17.260714,7.235,19.865477,24.785713,12.79625,12.63,7.1783333,7.1525,7.0558825,29.57875,23.56,31.76,14.270238,8.945238,32.92375,24.605,6.93,21.06875,22.62375,26.71875,6.875,6.945,37.84,20.283333,36.56875,6.775,8.52125,21.3675,43.84,8.7725,21.355,6.61625,18.19,11.63125,20.245,16.439285,11.567857,6.52625,13.20375,10.21125,7.78125,30.248333,12.89375,11.14625,6.44375,6.435,6.4275,15.70625,Normal
25,8865.459,5447.1865,4887.0576,3782.5945,3927.0107,6138.971,4379.595,5385.03,5130.4077,5096.721,4491.1777,4066.3308,2343.0825,3915.7239,6517.9214,6189.925,3477.2725,2748.2,3189.6726,3861.8562,2850.8562,7337.0615,4213.0127,3309.3574,3709.1938,9026.376,2402.9297,2943.06,3056.975,2137.425,4989.4424,2014.9962,3436.805,2354.6875,1897.485,2500.815,3377.2363,2424.275,1409.8519,1409.8519,1409.8519,1409.8519,4142.1714,2515.73,1048.0048,2076.6526,4213.5713,1172.3488,1371.0138,2648.9568,2648.9568,2648.9568,2648.9568,2308.7861,2563.0857,3283.2175,2780.3064,2190.337,670.9167,3230.389,1601.2192,3285.7788,1311.9237,1477.98,2046.8774,729.8738,1025.6414,1506.9155,1391,1092.445,690.575,1941.6863,1197.4929,1530.135,1603.915,652.235,1019.025,831.02374,1429.4338,856.08,1153.3656,1219.5071,1205.0732,868.105,1389.04,3082.4514,1370.3286,1264.3138,541.265,566.8038,3188.7463,820.46875,662.4286,2176.3926,1203.1613,603.4786,1140.0212,981.83673,821.655,1678.3812,1382.1862,2049.905,1922.3375,2969.1912,1360.8562,1750.5212,1979.0087,624.8162,1079.1013,509.095,1338.0312,702.54584,1757.55,1323.2412,1059.8094,2160.986,94.49125,99.375,207.35374,160.5825,217.095,38.90375,52.347057,78.84625,87.15,94.35833,33.4375,66.11875,40.892857,54.36625,55.89625,53.234524,64.65375,112.34833,90.72125,31.22375,44.01875,80.76667,146.24405,15.01375,50.1025,66.05375,53.73875,36.825,150.02126,39.429764,127.48625,32.29125,76.98095,184.56876,129.38,230.72144,157.93124,170.2369,142.8675,69.04762,110.01548,76.2475,134.94,29.821667,52.16625,67.29412,128.81375,53.6125,94.49333,122.79286,53.785713,269.52124,64.725,55.80875,71.77875,161.08624,88.73625,65.0075,39.79875,53.56875,50.729168,137.3325,112.19625,89.19,121.60625,35.065,37.31125,24.0175,52.17625,56.3175,106.525,39.6,107.0381,64.23691,71.3975,103.3325,51.63625,9.21625,35.786667,62.71,47.60125,156.44624,69.26125,88.355,87.35375,Abnormal
26,5934.8887,3744.9885,3528.8337,2721.7036,1556.619,3584.2393,3484.485,1385.9625,3634.3838,2386.0107,1387.1887,1172.8154,2211.9011,1128.4938,1528.3976,2448.7583,1528.4088,818.4363,2111.7039,2984.0024,2123.0237,2777.7888,2933.1663,3795.6738,1056.5594,2461.8916,743.0631,1374.8239,2015.93,1644.9912,1588.8138,1367.6125,3590.0874,1840.1274,1058.4976,1716.11,1075.0762,1230.505,1453.6813,1453.6813,1453.6813,1453.6813,1091.4712,2618.744,871.46564,1646.1337,1518.7488,1441.8774,740.89374,1322.6001,1322.6001,1322.6001,1322.6001,1189.8512,1376.9023,928.225,712.21375,1498.1179,657.775,1030.2488,439.92886,1170.3513,1031.6725,1302.8438,2299.075,287.57,648.1925,1046.8036,1052.1038,555.275,938.1631,719.5425,1180.8286,386.74124,1310.4462,578.58,413.77875,778.46,375.2375,581.85626,1105.725,235.49762,1044.5833,798.16376,1623.6462,844.20624,812.1357,1394.6761,655.32874,469.40125,1124.6176,693.5062,541.23096,1255.7313,582.3575,447.24405,296.22626,842.35144,852.0563,1617.4163,1076.05,1664.52,576.42126,764.48126,1184.98,1393.2,467.34625,567,1172.1,443.1025,927.335,628.2375,944.90125,652.15,920.6119,1385.7637,33.125,91.575,156.76125,45.06375,67.47,51.46625,18.733824,43.2275,33.0125,191.1762,46.38875,55.99,76.934525,57.24125,43.64375,16.008333,59.0625,42.29,28.16125,18.14625,134.1425,66.03833,339.2012,19.07625,77.0325,53.85125,177.98875,29.42875,104.56875,33.385715,74.4075,31.1975,32.986904,172.6625,80.65875,118.43452,100.19,109.73333,67.205,41.363094,24.816668,38.15125,67.07,37.68,42.8825,45.07206,27.81875,22.03875,45.708332,25.45,40.907143,106.64,114.5825,85.11625,47.2,120.55,107.0375,26.93875,70.23625,77.59375,28.579166,72.56375,43.2525,27.17625,53.095,28.5875,29.41625,59.7125,96.56875,108.92125,32.28625,54.51125,31.170238,37.42619,116.78625,32.4425,59.1575,28.50375,166.26334,37.23,52.79,330.7025,167.20876,36.965,76.0125,Abnormal
27,5821.6177,3748.2478,3439.9539,2502.966,1549.6049,4155.7144,3703.2224,1300.3774,4139.286,3012.6428,967.785,962.5615,2605.3662,1181.2888,1728.3679,2961.7334,882.8787,736.8738,3053.805,2884.7188,2462.71,2727.2737,2861.2,2771.105,1037.1375,2444.1382,569.7369,1055.2863,2431.3938,666.59,1440.68,1146.4575,2962.8489,1904.2725,1111.7225,1802.7262,1233.9725,1372.8838,1602.7445,1602.7445,1602.7445,1602.7445,1259.3925,1924.0475,857.6797,1788.5188,1240.7325,1436.0325,776.5637,1720.4716,1720.4716,1720.4716,1720.4716,1651.3726,1381.1143,984.1975,1020.4312,1664.6523,797.1542,844.66,543.4327,986.6725,1250.3975,1355.23,1418.0112,651.025,787.29126,1306.643,1364.0575,618.675,629.19165,513.04,1071.9429,416.255,1464.8962,639.735,464.085,713.52374,380.295,610.63,932.6719,333.67975,834.555,1085.8038,1575.6775,1029.7262,713.34283,1535.435,670.005,531.9875,718.3575,835.6775,642.0857,936.13873,398.23376,445.0381,236.70375,810.8897,1120.0037,1975.495,1373.2675,1549.6938,495.67874,1061.0275,1602.1825,1354.4725,526.6975,467.99625,940.20624,439.705,1177.6625,676.225,986.79626,512.3,955.9167,818.62,56.1125,88.25,150.37125,65.2575,70.23125,83.08,39.544117,35.6775,38.11125,215.74881,40.16875,75.31,66.52738,37.0425,70.165,28.908333,52.91,62.425,44.96,26.71,130.43375,51.105,268.59286,18.9525,68.48,79.12375,81.4875,28.9225,84.58625,33.478573,57.44625,35.83125,43.465477,175.1,70.80375,181.19643,90.35375,75.060715,82.86,29.658333,35.230953,32.76,95.3075,24.445,55.6175,47.288235,28.4825,18.14625,50.691666,18.639286,25.77619,125.435,131.465,79.85875,53.19375,127.32875,78.3475,46.99375,40.0775,83.925,25.829166,78.8325,38.19625,63.2825,60.38875,32.87625,32.935,89.5825,67.86875,70.94875,36.4075,55.9825,20.075,41.70476,108.7425,40.38125,42.0875,21.80375,137.00333,34.315,104.90875,197.0425,90.36,40.97125,34.53875,Abnormal
28,9767.027,9785.775,8605.044,4941.2393,3581.5977,7265.1143,6498.42,3870.2976,6936.536,6769.043,4984.2236,3014.0713,3380.8474,3193.8738,4816.3584,5862.6875,3756.5625,2328.3,4156.9023,5241.4473,4045.1362,4489.4663,5136.6523,6243.246,2547.0593,8041.2954,1772.594,2913.725,4126.5312,2104.5774,4498.6763,2059.7324,6723.9673,3895.1726,2526.5874,2912.8674,3553.1626,4111.6973,1959.4453,1959.4453,1959.4453,1959.4453,3385.6875,5027.2476,1447.8953,2909.7937,4200.565,2004.4125,1134.7588,3060.9592,3060.9592,3060.9592,3060.9592,3057.285,2575.5083,2056.5364,1410.2687,2629.1582,2599.075,3314.415,1223.7769,3195.27,1946.7312,1872.0913,2921.2725,865.76624,1593.0525,2057.9797,2397.1426,899.215,1760,1801.0062,1835.6393,979.955,2127.121,922.54376,881.1937,1080.7312,969.71,827.79877,1727.9188,740.77026,1409.0233,1282.505,2063.1575,4285.4976,1514.9965,1921.8289,805.8237,808.6775,2450.9624,1186.6575,1215.1976,2710.3113,806.7612,860.9643,773.9975,1075.9926,1151.0562,2975.2424,2689.1787,2790.7188,1317.7938,2653.66,1824.74,2325.14,1413.6775,995.63,1587.2675,577.98126,1784.5837,1283.9083,2387.2988,1655.88,934.2762,522.49,61.62375,138.875,270.11,113.08375,145.79375,83.805,51.733826,128.1525,22.0125,222.58214,23.51125,118.92875,278.86905,136.57625,75.31,68.954765,65.43125,45.35,123.16375,28.98625,144.12375,154.10333,498.6143,38.60625,72.37125,314.7425,140.085,53.53125,203.7475,98.70119,95.845,76.93625,94.78214,157.135,153.22626,284.51785,149.7375,85.194046,143.175,92.21786,80.810715,134.79625,533.2388,116.18167,82.89875,55.125,55.28375,86.8125,96.58,56.634525,39.259525,297.745,187.18625,151.905,111.3425,355.1875,121.465,150.50874,79.665,132.96,60.525,124.295,106.12625,43.57125,136.05875,77.1,55.32875,123.1375,165.0125,93.54625,109.2475,87.64125,70.03928,67.186905,208.25125,113.11875,117.2675,58.5025,96.85333,66.325,54.07375,1165.9788,261.15875,118.085,70.34625,Abnormal
29,13324.729,9505.034,7740.9873,7982.8105,2544.9346,10163.293,9611.041,2346.1562,8642.836,8198.136,3186.3025,2319.6538,5880.634,2399.0637,3481.2512,8076.1167,3513.2112,1487.4137,7498.049,9255.164,5071.75,4162.4526,6341.9385,9146.954,1640.9781,5440.0522,997.3452,2514.4011,5734.561,3182.1812,2857.9788,3425.4612,7713.3037,4246.701,2513.995,5319.194,2139.621,3503.8638,3553.7312,3553.7312,3553.7312,3553.7312,2072.0461,5837.455,2478.9624,3876.6587,3353.0989,4071.375,1829.195,3908.1868,3908.1868,3908.1868,3908.1868,4387.9336,3328.6262,1488.6711,2301.6138,5477.082,3697.2375,2286.61,978.4385,1880.7275,3136.9563,3503.3025,4758.48,995.1975,2970.4075,3298.7644,3187.8638,1337.3575,4368.5737,845.8837,3765.468,683.4875,3321.245,2256.2913,649.0825,1637.3588,732.8862,1436.0988,3688.75,774.2167,2119.5366,1694.895,3172.6736,3470.44,1702.5964,4581.0674,1853.8962,1354.4562,1556.3375,1508.51,2153.4167,3080.3462,1032.735,1453.1155,483.9825,2005.1382,2356.1038,5430.944,3125.6775,3514.3738,905.86127,2072.5662,3860.5686,2362.006,1352.23,1350.3262,2336.3625,1491.815,2775.9487,2114.9458,1483.9575,672.175,1854.0369,1602.9813,209.90875,302.41428,380.01,103.575,152.2325,232.49,99.72941,77.03875,64.55125,533.125,102.98375,148,241.91786,196.91125,137.84875,130.22382,163.9675,51.781666,96.72625,56.86,341.24374,152.645,1147.0393,50.03875,140.76,142.07124,245.1025,42.25875,235.68625,101.42619,64.6475,140.26125,171.69167,610.17126,110.86625,359.67142,249.95876,146.45119,185.42375,130.04405,37.604763,95.5125,525.3675,46.286667,142.48125,39.692646,57.2475,9.68,239.79668,54.95595,52.65,183.7675,210.305,310.2125,113.04125,335.015,217.78876,64.5325,141.3575,234.42,48.245834,212.17,183.4875,93.12,81.21,88.68,105.3475,159.77625,195.745,242.2425,103.875,101.11375,99.09167,117.70595,407.87625,118.04125,86.51625,56.3625,368.05832,125.1825,115.5575,784.27625,272.555,63.3975,185.11125,Abnormal
30,12977.712,7565.6157,5735.2,6911.68,3095.9333,8961.293,6641.795,2801.86,9363.434,6413.163,2683.17,2520.9866,4964.491,2664.5874,4316.2964,7631.15,2461.075,2015.6562,6516.7036,7140.725,4702.6787,5775.166,7703.0874,2622.0188,2183.928,6794.7046,1437.9167,3173.8726,5205.3135,1557.605,4260.6274,1866.77,3387.3862,3372.7488,2491.5337,4799.761,2705.1787,2203.4512,2599.3223,2599.3223,2599.3223,2599.3223,2982.9724,3480.275,2072.636,4759.1675,3284.7014,3394.266,1744.6125,5128.265,5128.265,5128.265,5128.265,3447.335,2672.4475,2709.2224,2719.5562,3837.6797,630.87085,2926.4875,1119.0865,2553.5225,2911.1675,2975.996,3290.3125,1075.9225,1348.745,2346.8726,3110.1274,1112.835,1614.6333,2370.0974,3867.55,883.35126,3198.2537,1527.3676,800.53876,1573.0787,775.8638,1401.5363,3661.1282,655.475,2056.8733,2073.375,2948.235,2238.4912,1534.5643,3454.7825,1015.5788,1437.635,2250.79,1485.355,1407.1906,1438.7938,1038.5275,805.0738,571.455,1879.7603,2096.254,4013.5012,2202.6125,3770.5962,1588.9788,2706.3025,2487.6238,3380.5989,1633.8525,1192.1086,2009.5162,836.0725,1903.3975,1539.6458,1475.4188,1566.3289,2079.245,3293.1575,143.56375,260.64523,134.785,158.6725,126.01125,112.61625,55.086765,92.81375,119.61875,385.29047,93.59625,119.90375,83.436905,167.79375,114.56125,197.36667,145.3,67.611664,95.835,47.50625,294.06625,116.345,479.58096,75.5125,116.6525,107.84125,239.35875,19.31,175.45125,74.38809,117.82375,78.37375,65.24286,370.28876,147.20625,371.73096,200.66875,141.11429,229.42876,71.58572,126.625,88.49375,89.86875,71.84167,104.83625,48.841175,103.95,39.90125,102.135,41.235714,86.30476,294.92126,449.50125,152.285,112.23,314.39374,172.57875,90.86875,82.45375,155.255,55.7125,278.00375,77.8325,102.46375,132.66624,35.9325,87.425,102.3675,205.405,145.19376,53.80625,53.42,106.26548,88.62381,225.1225,84.72625,121.44875,36.9475,343.66,83.7,285.9,318.08875,223.1125,120.6075,173.8875,Abnormal
31,8753.239,8978.134,7777.8413,6202.4966,4271.412,8248.879,5514.2373,3681.185,7043.5913,12307.913,8021.1377,2890.6904,3754.6663,3593.9688,4053.894,4819.0083,3890.42,3816.6274,4531.93,4865.5137,3191.2488,4477.0737,4033.6511,6940.839,2689.9812,6356.9644,1818.4595,3226.655,4336.706,2600.595,2775.8489,3636.58,5392.205,3674.734,2028.66,3518.4138,2580.6775,3232.2964,4587.99,4587.99,4587.99,4587.99,2623.6,6280.04,1925.2812,2683.131,3684.2812,2178.1387,1964.0988,6517.818,6517.818,6517.818,6517.818,2626.1338,6091.031,2254.4912,3799.31,2659.8357,2709.525,3208.4424,1622.2942,2301.29,1985.395,1625.2775,2733.485,1533.3125,1524.7175,1423.8512,2128.5925,1469.105,1972.7299,3773.6138,2357.9143,1041.9313,2214.8076,1690.725,974.65625,1723.7075,853.7775,1556.1738,2165.178,1623.5071,1811.285,1646.8925,1583.6675,2655.81,2387.7,1385.1838,1175.405,1522.31,2295.504,1363.9,1469.5964,2279.1763,1253.7737,1024.0667,704.65625,1635.2471,1346.905,2888.6575,1933.1337,1967.9875,1224.03,1436.0625,1530.6525,1692.3562,2521.2063,958.03375,1124.8337,945.91626,3812.5613,1644.375,1760.8912,1490.9038,548.8036,2451.0225,122.62875,146.81071,589.615,93.0125,149.9075,156.735,47.47059,54.31375,101.48,205.99762,55.1925,132.335,181.3131,66.3875,102.19375,322.15118,199.6375,84.86,59.75875,101.32,97.285,111.49167,293.0226,72.27375,141.2275,203.05,93.9225,126.6525,230.01625,89.99286,73.7625,116.34625,125.39762,431.985,92.35,553.7286,249.14125,148.90714,551.04626,112.54048,124.7119,104.17,87.475,79.026665,143.82124,68.555885,85.87,66.76125,190.25166,50.141666,71.05119,168.55376,473.56876,250.72125,115.8775,387.10126,163.1775,54.55125,149.52,226.07124,58.75,152.23375,128.23125,42.27,81.64875,49.385,79.6375,297.7175,109.52375,95.49625,77.10125,124.32875,123.82262,16.652382,1717.1688,116.26625,122.76125,43.14,103.08167,59.75375,85.10375,347.46875,124.32125,92.525,115.93375,Abnormal
32,5012.02,1383.4886,1269.6487,3168.7124,1945.4929,2726.8037,3300.5938,1672.86,4185.6226,1025.3345,2801.8975,1604.9462,3529.4739,2190.555,2099.7893,2796.75,2170.4375,1518.9175,2073.3774,2529.5486,2422.5537,4508.931,2730.7488,1424.855,1478.675,3309.4119,972.99524,1924.8638,1393.2925,1701.6475,1756.5739,812.3762,843.6262,589.58,1144.3975,1661.2188,1656.3125,596.0775,2019.2424,2019.2424,2019.2424,2019.2424,1553.8676,1037.4926,907.8766,1671.9525,1596.455,1406.7524,374.7675,1245.9241,1245.9241,1245.9241,1245.9241,1082.02,892.30835,1504.685,2474.5789,1616.306,687.0125,1139.78,928.2269,995.0875,1211.8325,1366.18,1881.9976,762.1475,1044.4836,955.3369,688.0525,274.5925,918.1333,1192.2075,1502.6107,629.4888,1221.5188,537.6825,611.41125,579.04,714.33,591.40375,1483.1719,948.0952,1331.7017,895.52,1190.7375,1785.2788,346.38928,953.585,619.5737,484.03125,1284.555,279.235,524.64404,523.2413,565.6337,214.1619,461.87375,854.61176,1134.7825,991.16,461.135,1399.6688,673.22,1601.0789,937.615,839.93,863.14374,629.945,671.79626,212.4525,714.8975,549.5292,1291.1274,685.6375,1090.6321,1007.4325,56.55875,124.20476,125.4125,23.90125,195.91376,96.21125,27.611765,52.70375,53.43,230.35239,66.02375,114.70125,41.435715,58.295,70.07,82.35,144.36125,94.80666,62.99,79.8975,116.555,104.25833,165.45238,41.51125,11.17625,27.79,52.5725,48.765,44.16125,12.083333,101.16375,19.95875,32.528572,190.3,83.21625,43.159523,106.85125,76.02857,27.60875,23.14881,65.94524,7.19625,74.635,8.771667,58.2875,91.65588,32.75625,43.12375,23.438334,34.360714,20.657143,118.32875,260.42374,27.28125,57.20375,32.7075,96.1075,60.55125,73.2425,133.22874,23.145832,57.33625,22.68375,42.2325,63.665,57.23875,28.0225,98.0725,57.97375,69.285,13.71125,29.93375,54.37381,31.12619,133.51625,31.3475,23.56875,6.46875,181.71832,48.0475,106.41375,65.3725,139.15375,40.415,30.15875,Abnormal
33,6904.8013,2260.7773,1987.0012,3439.4106,2878.9202,5887.2144,3652.94,2524.504,4209.1123,1390.6678,3783.525,2129.9346,2038.0687,2917.37,3900.6428,3104.8083,2861.235,1762.46,2882.1787,2803.1775,3209.8813,5590.9775,3249.5962,1454.0438,1880.7094,5881.081,1252.4607,3319.1326,2976.26,1894.705,3464.5237,781.055,1653.2288,750.8113,1127.325,2359.9739,4568.8,982.2612,1589.6376,1589.6376,1589.6376,1589.6376,2786.0437,1323.7574,1066.6797,2629.629,2553.0525,1074.6637,485.91876,1694.0494,1694.0494,1694.0494,1694.0494,1533.39,632.0393,2101.1575,2503.62,1687.9976,785.01666,2187.3213,806.5923,2052.0076,1867.9175,1055.0375,1986.88,687.6262,622.9825,847.22974,1080.2687,378.7775,643.1512,1533.9612,1450.7357,796.5637,1577.9175,624.0225,680.1075,726.64874,753,553.2413,1450.1344,781.175,1099.7617,820.835,1055.8225,2443.99,348.175,1401.0511,689.7675,493.47,1734.1963,443.34125,443.14642,554.795,1179.685,235.41548,492.58124,891.6794,611.885,2725.8213,747.27,2123.0889,1374.6775,2157.7961,1003.2912,1192.3125,1395.7087,643.3575,685.1287,231.85875,475.35626,679.37915,1822.0487,1274.4788,473.80713,1041.71,44.06625,110.7119,68.63875,122.42625,103.13375,65.86,41.02206,62.455,45.66625,94.38928,59.77,102.21875,37.1,67.71,51.69375,53.219048,56.6125,70.915,36.505,24.67875,87.06625,64.595,349.56787,20.86875,26.90125,50.5025,55.0675,18.7275,40.56625,18.583332,136.31125,20.9,26.44881,218.3,96.42375,82.579765,77.8175,99.65714,31.15,14.719048,86.01786,19.15625,107.80375,12.743333,55.2325,49.67794,55.55625,29.4,24.131666,34.713097,26.163095,336.53,72.21625,53.37375,52.53375,63.5725,108.27125,114.89875,42.34875,98.9625,24.2375,73.73875,19.20625,47.65625,102.59375,34.00125,32.59875,83.3475,56.0375,50.9075,21.27,59.475,56.407143,57.74762,18.03875,32.1125,24.01375,13.54625,64.39167,36.965,117.655,118.77,129.2,65.07,79.17,Abnormal
34,8347.983,9852.298,8178.965,4467.502,3388.4463,5632.5605,3754.515,4869.556,5019.0537,4843.6787,6404.315,3721.8115,3919.8562,3550.6887,4788.105,4712.1543,3533.0862,3442.7437,2509.0112,2513.4312,2343.1936,5853.3076,2697.5688,5251.4014,3390.9062,5626.5903,2319.1465,3504.1863,2919.825,3241.54,2834.3562,1346.9337,3727.8237,2916.3838,2187.28,1658.42,2970.5662,2360.4263,2088.4922,2088.4922,2088.4922,2088.4922,2652.5376,3150.9875,1383.5922,2280.879,3921.9038,1762.905,1061.2112,2736.74,2736.74,2736.74,2736.74,2015.85,2167.0667,1830.8774,2546.4436,2326.6726,1664.5458,3134.8389,1186.325,2891.555,1171.1775,1651.0175,2149.3088,938.14124,616.70624,1227.018,1313.065,682.2025,1133.775,2107.8474,1294.9929,1358.3676,1933.9613,877.02625,1059.0112,843.4475,1245.6538,856.2325,1254.5438,1270.5118,2047.8018,1222.215,1748.5637,3098.4075,1198.1536,1089.4637,889.725,805.625,1427.505,1212.2538,941.03094,1525.3636,998.3025,696.75476,1082.7574,1311.5441,810.5075,2690.06,1582.7137,1351.615,1209.6125,2892.9275,1116.27,1680.19,1445.7688,809.36,1066.655,587.96,2175.8362,886.0417,3265.115,2043.015,1009.1345,1132.1462,68.95875,91.88928,327.96875,261.36,273.885,90.745,24.742647,136.2025,113.10875,210.81071,46.17,150.39,141.15833,74.875,101.205,112.97262,85.14125,79.973335,65.4275,55.96,100.6225,173.11166,385.55118,29.88125,76.53125,170.55624,130.775,62.9575,143.41125,72.23214,143.20125,81.6475,42.317856,368.92624,201.22626,227.1488,162.13875,190.72858,194.9875,65.92262,94.6369,103.28125,180.0525,117.28667,67.76375,169.09853,57.53125,100.52875,79.1,67.65238,64.53452,232.81375,236.145,142.40625,77.18875,290.34625,119.53625,101.2275,79.14625,128.395,23.2375,122.37875,78.5875,63.8325,174.61874,65.105,76.9425,98.7675,155.6625,123.37125,99.04,64.2875,62.05119,45.591667,248.6075,102.19,91.84125,33.27,142.73167,36.20625,32.83,539.3688,216.5225,113.78125,103.63875,Abnormal
